ticket_id,created_at,resolved_at,category,system_name,priority,status,resolution_notes,root_cause,resolution_time_hrs,sla_breached,created_day,created_hour
4301,2025-05-07 09:49:21,2025-05-08 12:49:21,Report Error,FDW_App1,Critical,Closed,Participant decision hundred strong civil direction wonder somebody.,Configuration Error,27.0,True,Wednesday,9
4302,2025-04-14 19:05:10,2025-04-14 22:05:10,Batch Job,CyberArk,Medium,Closed,Carry dinner instead yes forward again.,Configuration Error,3.0,False,Monday,19
4303,2025-04-15 15:14:11,2025-04-17 02:14:11,Access Issue,CyberArk,High,Closed,Military able each crime sit.,Configuration Error,35.0,True,Tuesday,15
4304,2025-05-14 04:02:54,2025-05-16 21:02:54,Login Failure,Control-M,Low,Closed,Leg want candidate simply make bank.,User Error,65.0,True,Wednesday,4
4305,2025-05-26 14:23:32,2025-05-27 07:23:32,Server Down,CyberArk,Critical,Closed,Rate stand stuff late mention environment window.,Database Timeout,17.0,True,Monday,14
4306,2025-04-24 17:58:58,2025-04-25 11:58:58,Server Down,FDW_App2,Critical,Closed,Above stuff light democratic.,Permission Missing,18.0,True,Thursday,17
4307,2025-05-02 15:54:03,2025-05-03 08:54:03,Report Error,FDW_App2,Low,Closed,Tonight themselves who control.,Unknown,17.0,True,Friday,15
4308,2025-04-24 10:54:16,2025-04-25 21:54:16,Access Issue,FDW_App2,Critical,Closed,Quite authority try owner coach only piece we.,Database Timeout,35.0,True,Thursday,10
4309,2025-04-24 18:51:41,2025-04-25 15:51:41,Login Failure,CyberArk,Medium,Closed,Way receive watch set.,Unknown,21.0,True,Thursday,18
4310,2025-04-13 14:22:49,2025-04-16 14:22:49,Report Error,Report_Portal,Medium,Closed,War rich might point.,Network Glitch,72.0,True,Sunday,14
4311,2025-05-29 07:10:12,2025-05-30 13:10:12,Report Error,Control-M,Critical,Closed,Decade me have camera.,Network Glitch,30.0,True,Thursday,7
4312,2025-05-09 20:28:26,2025-05-11 09:28:26,Server Down,CyberArk,Critical,Closed,Picture across chance soon field.,Configuration Error,37.0,True,Friday,20
4313,2025-04-27 18:24:38,2025-04-28 08:24:38,Access Issue,Report_Portal,Critical,Closed,Common everybody off finally effect never offer.,Configuration Error,14.0,True,Sunday,18
4314,2025-05-27 09:02:04,2025-05-28 19:02:04,Report Error,CyberArk,High,Closed,Wall agency speak sea shoulder near.,Permission Missing,34.0,True,Tuesday,9
4315,2025-06-05 09:26:02,2025-06-05 23:26:02,Server Down,FDW_App1,High,Closed,Money six professional although specific image.,Network Glitch,14.0,True,Thursday,9
4316,2025-05-01 18:35:32,2025-05-03 17:35:32,Server Down,Control-M,Critical,Closed,Art lead within research station blood.,Database Timeout,47.0,True,Thursday,18
4317,2025-04-27 16:09:53,2025-04-27 22:09:53,Batch Job,FDW_App2,Critical,Closed,Film future federal future sit increase.,Configuration Error,6.0,False,Sunday,16
4318,2025-04-25 13:32:28,2025-04-28 07:32:28,Login Failure,FDW_App2,Critical,Closed,Area answer charge.,Configuration Error,66.0,True,Friday,13
4319,2025-04-15 21:47:38,2025-04-16 02:47:38,Report Error,FDW_App1,High,Closed,Recently stock gas local it.,Network Glitch,5.0,False,Tuesday,21
4320,2025-05-25 03:51:52,2025-05-27 06:51:52,Report Error,Report_Portal,Low,Closed,Try main unit financial financial building.,User Error,51.0,True,Sunday,3
4321,2025-05-12 18:01:32,2025-05-13 22:01:32,Batch Job,CyberArk,Low,Closed,Head beautiful ability available agree film.,Permission Missing,28.0,True,Monday,18
4322,2025-04-10 09:17:19,2025-04-12 22:17:19,Server Down,FDW_App1,High,Closed,After media least.,Permission Missing,61.0,True,Thursday,9
4323,2025-06-02 20:59:14,2025-06-04 20:59:14,Server Down,FDW_App2,Critical,Closed,Great fish school it alone.,User Error,48.0,True,Monday,20
4324,2025-05-15 21:13:46,2025-05-18 21:13:46,Report Error,Control-M,Low,Closed,Smile left spring risk score.,Permission Missing,72.0,True,Thursday,21
4325,2025-04-11 04:01:18,2025-04-12 16:01:18,Report Error,Report_Portal,Medium,Closed,Sure will today life who.,User Error,36.0,True,Friday,4
4326,2025-05-17 04:29:53,2025-05-19 20:29:53,Report Error,Report_Portal,Low,Closed,Year apply hand teacher contain why measure.,Unknown,64.0,True,Saturday,4
4327,2025-04-14 04:33:17,2025-04-14 16:33:17,Report Error,Control-M,Medium,Closed,Consider believe us series.,Permission Missing,12.0,True,Monday,4
4328,2025-04-24 22:04:44,2025-04-27 05:04:44,Server Down,Report_Portal,High,Closed,Candidate oil care.,User Error,55.0,True,Thursday,22
4329,2025-05-07 20:54:33,2025-05-07 22:54:33,Batch Job,FDW_App1,High,Closed,Back marriage list seek a population believe.,Configuration Error,2.0,False,Wednesday,20
4330,2025-05-30 00:00:49,2025-05-30 22:00:49,Access Issue,FDW_App2,High,Closed,Away public quickly listen anything.,Permission Missing,22.0,True,Friday,0
4331,2025-05-21 06:28:47,2025-05-23 00:28:47,Login Failure,CyberArk,Critical,Closed,Foreign bring so which beat cost.,Permission Missing,42.0,True,Wednesday,6
4332,2025-05-10 04:01:52,2025-05-11 11:01:52,Login Failure,CyberArk,High,Closed,Hear least people detail.,Unknown,31.0,True,Saturday,4
4333,2025-05-01 05:35:54,2025-05-01 20:35:54,Login Failure,FDW_App1,Medium,Closed,Wife buy must sea these.,Configuration Error,15.0,True,Thursday,5
4334,2025-05-21 05:34:46,2025-05-22 20:34:46,Access Issue,Control-M,High,Closed,Product could series government carry.,Configuration Error,39.0,True,Wednesday,5
4335,2025-05-16 22:53:13,2025-05-17 06:53:13,Report Error,FDW_App2,High,Closed,Save meet east message.,Unknown,8.0,False,Friday,22
4336,2025-04-25 19:46:13,2025-04-26 03:46:13,Access Issue,CyberArk,Critical,Closed,Ground table several actually project.,Permission Missing,8.0,False,Friday,19
4337,2025-04-09 13:10:49,2025-04-10 20:10:49,Server Down,FDW_App1,Medium,Closed,Success of American world friend water.,Configuration Error,31.0,True,Wednesday,13
4338,2025-05-27 09:39:24,2025-05-27 14:39:24,Batch Job,FDW_App1,Critical,Closed,Sing participant create single.,Database Timeout,5.0,False,Tuesday,9
4339,2025-04-20 21:57:50,2025-04-23 17:57:50,Report Error,Control-M,Critical,Closed,East both way short first charge case.,Configuration Error,68.0,True,Sunday,21
4340,2025-05-15 21:49:10,2025-05-18 07:49:10,Report Error,Control-M,Medium,Closed,Hold lay allow itself.,User Error,58.0,True,Thursday,21
4341,2025-04-19 21:32:23,2025-04-21 23:32:23,Report Error,Control-M,High,Closed,Sea arm your activity.,Configuration Error,50.0,True,Saturday,21
4342,2025-06-04 05:58:53,2025-06-05 14:58:53,Login Failure,FDW_App1,High,Closed,Skill kid amount nature language amount sometimes.,User Error,33.0,True,Wednesday,5
4343,2025-06-03 03:20:37,2025-06-03 06:20:37,Server Down,Control-M,Medium,Closed,Thank respond building leave happen image our.,Network Glitch,3.0,False,Tuesday,3
4344,2025-05-06 17:17:43,2025-05-08 04:17:43,Report Error,Control-M,Critical,Closed,Act north cold agreement.,Unknown,35.0,True,Tuesday,17
4345,2025-04-25 22:18:40,2025-04-27 12:18:40,Login Failure,CyberArk,Critical,Closed,Dark employee government top investment record involve.,Permission Missing,38.0,True,Friday,22
4346,2025-05-03 19:41:37,2025-05-06 17:41:37,Login Failure,CyberArk,Medium,Closed,Window this still one.,Permission Missing,70.0,True,Saturday,19
4347,2025-05-02 04:56:35,2025-05-02 16:56:35,Batch Job,Control-M,Low,Closed,Behavior point together staff former.,Network Glitch,12.0,True,Friday,4
4348,2025-06-05 21:32:52,2025-06-06 04:32:52,Login Failure,Control-M,High,Closed,Player between deal.,Permission Missing,7.0,False,Thursday,21
4349,2025-05-06 11:38:12,2025-05-07 08:38:12,Access Issue,Report_Portal,Low,Closed,Join order nature safe truth happen.,User Error,21.0,True,Tuesday,11
4350,2025-05-07 22:10:22,2025-05-09 16:10:22,Report Error,Report_Portal,Medium,Closed,Mouth first speech animal.,User Error,42.0,True,Wednesday,22
4351,2025-05-02 16:33:25,2025-05-03 06:33:25,Access Issue,FDW_App1,Critical,Closed,Turn film successful central also floor and available.,Permission Missing,14.0,True,Friday,16
4352,2025-04-09 15:30:51,2025-04-12 07:30:51,Login Failure,FDW_App2,Critical,Closed,Special type approach where rather represent professor relationship.,Network Glitch,64.0,True,Wednesday,15
4353,2025-05-26 09:31:04,2025-05-26 15:31:04,Server Down,FDW_App1,Low,Closed,Radio cup floor magazine test after.,Unknown,6.0,False,Monday,9
4354,2025-06-05 11:55:06,2025-06-08 04:55:06,Server Down,FDW_App1,Medium,Closed,Campaign everybody leader three firm miss edge.,Configuration Error,65.0,True,Thursday,11
4355,2025-06-01 23:10:44,2025-06-04 18:10:44,Login Failure,Control-M,Critical,Closed,Free so ahead little onto plant art.,Database Timeout,67.0,True,Sunday,23
4356,2025-04-29 22:44:49,2025-05-01 18:44:49,Access Issue,FDW_App1,Critical,Closed,Dinner until foot brother fact nature soon skin.,Unknown,44.0,True,Tuesday,22
4357,2025-04-19 09:28:45,2025-04-21 03:28:45,Access Issue,FDW_App2,Critical,Closed,Against say modern argue.,Permission Missing,42.0,True,Saturday,9
4358,2025-04-27 05:21:44,2025-04-29 14:21:44,Report Error,FDW_App2,Medium,Closed,Third since both down nearly fine.,Network Glitch,57.0,True,Sunday,5
4359,2025-04-26 12:54:34,2025-04-29 00:54:34,Login Failure,FDW_App1,Medium,Closed,If Mr teach marriage.,Configuration Error,60.0,True,Saturday,12
4360,2025-05-23 17:08:49,2025-05-26 16:08:49,Access Issue,Report_Portal,Low,Closed,Religious face write.,Database Timeout,71.0,True,Friday,17
4361,2025-05-05 19:59:27,2025-05-05 22:59:27,Server Down,FDW_App1,Medium,Closed,Produce listen huge seek outside want bit.,Network Glitch,3.0,False,Monday,19
4362,2025-05-02 09:03:56,2025-05-04 11:03:56,Batch Job,FDW_App2,Critical,Closed,What half administration.,Permission Missing,50.0,True,Friday,9
4363,2025-06-06 08:19:57,2025-06-07 11:19:57,Report Error,Report_Portal,High,Closed,Wonder become else measure I direction ago true.,User Error,27.0,True,Friday,8
4364,2025-04-11 21:15:41,2025-04-12 22:15:41,Access Issue,FDW_App2,High,Closed,Effort page music take get.,Unknown,25.0,True,Friday,21
4365,2025-05-11 09:09:34,2025-05-13 19:09:34,Report Error,FDW_App1,Medium,Closed,Government performance energy cut.,Unknown,58.0,True,Sunday,9
4366,2025-05-30 23:25:34,2025-05-31 14:25:34,Batch Job,FDW_App1,Low,Closed,Physical sense daughter avoid situation toward knowledge when.,Permission Missing,15.0,True,Friday,23
4367,2025-04-25 16:24:10,2025-04-26 04:24:10,Login Failure,Control-M,Medium,Closed,Financial tree assume finish especially Republican example.,Unknown,12.0,True,Friday,16
4368,2025-05-26 22:18:31,2025-05-29 01:18:31,Batch Job,FDW_App2,Critical,Closed,General hair baby four movement.,Database Timeout,51.0,True,Monday,22
4369,2025-05-15 07:05:34,2025-05-16 06:05:34,Server Down,FDW_App1,Low,Closed,Hold firm east letter hundred edge.,Network Glitch,23.0,True,Thursday,7
4370,2025-06-01 20:51:08,2025-06-02 05:51:08,Batch Job,FDW_App1,Low,Closed,Affect kid research through their require special.,Database Timeout,9.0,True,Sunday,20
4371,2025-04-17 05:29:23,2025-04-20 03:29:23,Report Error,Report_Portal,Critical,Closed,So stop drug next.,Database Timeout,70.0,True,Thursday,5
4372,2025-06-05 17:09:49,2025-06-07 03:09:49,Batch Job,FDW_App1,Critical,Closed,Candidate front plant happen decide situation bill.,Database Timeout,34.0,True,Thursday,17
4373,2025-05-09 03:50:58,2025-05-09 05:50:58,Server Down,Report_Portal,Medium,Closed,Kitchen card every such.,Database Timeout,2.0,False,Friday,3
4374,2025-05-01 03:00:39,2025-05-03 03:00:39,Login Failure,Report_Portal,Low,Closed,Race size economic go.,Permission Missing,48.0,True,Thursday,3
4375,2025-04-18 18:27:24,2025-04-20 05:27:24,Server Down,Control-M,Low,Closed,Personal increase wife similar attorney.,Database Timeout,35.0,True,Friday,18
4376,2025-05-07 09:58:37,2025-05-08 12:58:37,Access Issue,Control-M,Low,Closed,As his that enter defense strong say consumer.,Database Timeout,27.0,True,Wednesday,9
4377,2025-06-04 19:31:57,2025-06-06 10:31:57,Access Issue,FDW_App1,Medium,Closed,Building avoid this check beyond.,Permission Missing,39.0,True,Wednesday,19
4378,2025-05-20 09:11:55,2025-05-22 19:11:55,Access Issue,CyberArk,High,Closed,Couple candidate poor product each human someone.,Unknown,58.0,True,Tuesday,9
4379,2025-04-25 00:44:12,2025-04-26 09:44:12,Report Error,Control-M,High,Closed,Part mean dream food foreign authority because budget.,Permission Missing,33.0,True,Friday,0
4380,2025-05-25 21:28:29,2025-05-28 11:28:29,Login Failure,FDW_App1,Low,Closed,Partner environment few foreign.,Unknown,62.0,True,Sunday,21
4381,2025-05-28 14:54:00,2025-05-28 18:54:00,Report Error,CyberArk,Low,Closed,Minute late second blue environmental knowledge.,Database Timeout,4.0,False,Wednesday,14
4382,2025-05-21 03:00:11,2025-05-24 02:00:11,Server Down,FDW_App2,Medium,Closed,Cover because customer shoulder though go whatever.,Network Glitch,71.0,True,Wednesday,3
4383,2025-04-25 18:22:42,2025-04-26 13:22:42,Batch Job,Report_Portal,Medium,Closed,From national research support me.,Network Glitch,19.0,True,Friday,18
4384,2025-04-24 20:42:42,2025-04-26 17:42:42,Report Error,Control-M,Medium,Closed,Save record history movie window night happen.,Unknown,45.0,True,Thursday,20
4385,2025-05-01 13:10:54,2025-05-02 06:10:54,Report Error,Report_Portal,Medium,Closed,Probably two method must.,Configuration Error,17.0,True,Thursday,13
4386,2025-04-16 12:50:56,2025-04-18 00:50:56,Report Error,Report_Portal,Medium,Closed,Source how full five five make several.,Configuration Error,36.0,True,Wednesday,12
4387,2025-04-16 18:33:15,2025-04-18 08:33:15,Report Error,FDW_App2,Medium,Closed,Fact factor enter into them program.,User Error,38.0,True,Wednesday,18
4388,2025-05-31 17:11:47,2025-06-03 09:11:47,Login Failure,Control-M,Low,Closed,Dinner grow foreign feeling return effect such interesting.,Unknown,64.0,True,Saturday,17
4389,2025-04-09 17:20:36,2025-04-12 04:20:36,Access Issue,Control-M,Low,Closed,Congress actually campaign discussion.,Database Timeout,59.0,True,Wednesday,17
4390,2025-05-10 08:16:09,2025-05-10 19:16:09,Access Issue,FDW_App2,Low,Closed,Game book shoulder science.,Unknown,11.0,True,Saturday,8
4391,2025-04-30 22:48:28,2025-05-03 22:48:28,Access Issue,FDW_App1,Critical,Closed,Foreign small red step learn big reality day.,Configuration Error,72.0,True,Wednesday,22
4392,2025-04-17 04:49:36,2025-04-18 23:49:36,Login Failure,CyberArk,Low,Closed,Term them teacher world material.,Permission Missing,43.0,True,Thursday,4
4393,2025-05-19 10:38:42,2025-05-21 14:38:42,Report Error,Control-M,Medium,Closed,So plant only system six can serve.,Network Glitch,52.0,True,Monday,10
4394,2025-05-22 04:22:29,2025-05-24 01:22:29,Report Error,FDW_App2,Medium,Closed,Save another political sea stay mind old.,Unknown,45.0,True,Thursday,4
4395,2025-05-26 18:12:45,2025-05-29 07:12:45,Login Failure,FDW_App1,Critical,Closed,Us risk want year building husband key.,User Error,61.0,True,Monday,18
4396,2025-04-15 17:07:07,2025-04-15 18:07:07,Access Issue,Report_Portal,Critical,Closed,Role professor trip public soldier TV nature him.,Database Timeout,1.0,False,Tuesday,17
4397,2025-04-12 15:12:50,2025-04-13 22:12:50,Report Error,Report_Portal,Critical,Closed,Generation trial service.,Permission Missing,31.0,True,Saturday,15
4398,2025-04-30 10:21:13,2025-05-01 10:21:13,Batch Job,CyberArk,High,Closed,Remember decision energy I.,Permission Missing,24.0,True,Wednesday,10
4399,2025-04-26 07:32:24,2025-04-27 21:32:24,Server Down,Report_Portal,High,Closed,Doctor dinner tough I.,Configuration Error,38.0,True,Saturday,7
4400,2025-04-15 08:33:39,2025-04-16 11:33:39,Batch Job,Control-M,Medium,Closed,Five drive theory hot task soon require.,User Error,27.0,True,Tuesday,8
4401,2025-05-16 17:54:28,2025-05-16 19:54:28,Batch Job,FDW_App1,Critical,Closed,Certainly structure technology daughter any color budget.,Configuration Error,2.0,False,Friday,17
4402,2025-05-21 21:05:16,2025-05-23 06:05:16,Server Down,Report_Portal,High,Closed,Evening carry hit physical.,Unknown,33.0,True,Wednesday,21
4403,2025-05-11 22:40:41,2025-05-14 19:40:41,Server Down,CyberArk,Low,Closed,Admit several quality land attack.,Permission Missing,69.0,True,Sunday,22
4404,2025-05-04 22:39:33,2025-05-06 14:39:33,Access Issue,FDW_App2,Medium,Closed,Cut possible century finally.,Configuration Error,40.0,True,Sunday,22
4405,2025-04-23 13:31:46,2025-04-26 08:31:46,Report Error,CyberArk,Critical,Closed,Mean report outside wind difference.,User Error,67.0,True,Wednesday,13
4406,2025-05-18 18:18:47,2025-05-21 12:18:47,Access Issue,FDW_App2,Critical,Closed,Pm next smile laugh various interview.,Configuration Error,66.0,True,Sunday,18
4407,2025-05-29 17:15:02,2025-05-30 10:15:02,Batch Job,FDW_App1,Medium,Closed,Address sit big drop skin window article.,Configuration Error,17.0,True,Thursday,17
4408,2025-04-09 15:29:28,2025-04-09 16:29:28,Login Failure,Control-M,Critical,Closed,Look service two item.,Database Timeout,1.0,False,Wednesday,15
4409,2025-05-27 09:51:27,2025-05-30 02:51:27,Login Failure,FDW_App1,Medium,Closed,Hot myself entire American win pretty role.,Configuration Error,65.0,True,Tuesday,9
4410,2025-05-03 04:44:14,2025-05-04 09:44:14,Access Issue,Control-M,High,Closed,Mind member choice enter political.,User Error,29.0,True,Saturday,4
4411,2025-05-06 23:35:47,2025-05-08 03:35:47,Access Issue,Control-M,Critical,Closed,Others management evidence effect plant event.,Unknown,28.0,True,Tuesday,23
4412,2025-05-24 12:38:27,2025-05-26 13:38:27,Access Issue,Report_Portal,Medium,Closed,Reflect anyone after office way example section.,Permission Missing,49.0,True,Saturday,12
4413,2025-04-12 15:35:47,2025-04-14 07:35:47,Report Error,Control-M,High,Closed,Group grow nothing attack must per.,User Error,40.0,True,Saturday,15
4414,2025-05-13 16:11:21,2025-05-15 12:11:21,Access Issue,Control-M,High,Closed,Expect style effect power.,User Error,44.0,True,Tuesday,16
4415,2025-04-25 17:34:02,2025-04-26 20:34:02,Access Issue,Report_Portal,Low,Closed,Anyone new old bar.,Configuration Error,27.0,True,Friday,17
4416,2025-05-04 11:45:19,2025-05-07 02:45:19,Batch Job,Control-M,Medium,Closed,Outside sure lose air by subject second.,Database Timeout,63.0,True,Sunday,11
4417,2025-04-24 14:03:23,2025-04-25 03:03:23,Server Down,Control-M,Critical,Closed,Level million specific arm drop.,Configuration Error,13.0,True,Thursday,14
4418,2025-05-12 11:01:35,2025-05-14 18:01:35,Login Failure,FDW_App1,Critical,Closed,Movement should sign.,Configuration Error,55.0,True,Monday,11
4419,2025-04-23 04:23:14,2025-04-25 04:23:14,Report Error,FDW_App2,Medium,Closed,Main must operation leader small commercial.,Configuration Error,48.0,True,Wednesday,4
4420,2025-05-02 11:00:12,2025-05-05 07:00:12,Access Issue,Report_Portal,Medium,Closed,Science keep remain system others new glass.,Configuration Error,68.0,True,Friday,11
4421,2025-04-10 09:50:53,2025-04-11 05:50:53,Report Error,FDW_App1,Critical,Closed,Practice sit any executive.,Network Glitch,20.0,True,Thursday,9
4422,2025-05-03 05:05:10,2025-05-05 19:05:10,Batch Job,Report_Portal,Low,Closed,Article set state mean.,Network Glitch,62.0,True,Saturday,5
4423,2025-05-27 15:04:48,2025-05-28 12:04:48,Login Failure,Report_Portal,Critical,Closed,Case walk realize start teacher or.,User Error,21.0,True,Tuesday,15
4424,2025-06-03 03:39:47,2025-06-05 16:39:47,Login Failure,Control-M,Critical,Closed,Home throughout person upon support wish.,Database Timeout,61.0,True,Tuesday,3
4425,2025-05-11 16:38:59,2025-05-14 13:38:59,Access Issue,FDW_App2,Medium,Closed,Several move man.,Unknown,69.0,True,Sunday,16
4426,2025-04-22 02:15:56,2025-04-23 22:15:56,Batch Job,CyberArk,Medium,Closed,Attention official eye get.,Database Timeout,44.0,True,Tuesday,2
4427,2025-05-25 10:01:05,2025-05-27 10:01:05,Access Issue,Report_Portal,High,Closed,Arm effect statement involve figure.,Network Glitch,48.0,True,Sunday,10
4428,2025-04-08 10:05:05,2025-04-08 19:05:05,Login Failure,CyberArk,High,Closed,Cell four remain since remember section manage miss.,Database Timeout,9.0,True,Tuesday,10
4429,2025-05-24 17:35:19,2025-05-27 06:35:19,Server Down,FDW_App1,Critical,Closed,Exactly today price ask.,Permission Missing,61.0,True,Saturday,17
4430,2025-04-10 16:09:57,2025-04-13 15:09:57,Login Failure,CyberArk,Critical,Closed,Win couple expert television account particularly writer end.,Permission Missing,71.0,True,Thursday,16
4431,2025-06-05 22:35:40,2025-06-06 01:35:40,Login Failure,Control-M,Critical,Closed,National among table such collection.,User Error,3.0,False,Thursday,22
4432,2025-04-27 11:54:50,2025-04-30 01:54:50,Access Issue,CyberArk,High,Closed,View Congress action alone without final nor surface.,Configuration Error,62.0,True,Sunday,11
4433,2025-04-11 13:32:20,2025-04-11 17:32:20,Access Issue,FDW_App1,Medium,Closed,System pay west peace case something home.,Unknown,4.0,False,Friday,13
4434,2025-04-12 06:01:42,2025-04-14 19:01:42,Report Error,FDW_App2,Low,Closed,Professional simple already choose half single dinner.,Configuration Error,61.0,True,Saturday,6
4435,2025-05-10 04:13:39,2025-05-11 06:13:39,Report Error,FDW_App2,Low,Closed,Church dinner worker even.,User Error,26.0,True,Saturday,4
4436,2025-05-06 08:08:42,2025-05-09 08:08:42,Batch Job,FDW_App2,Low,Closed,Forget father bit turn.,Configuration Error,72.0,True,Tuesday,8
4437,2025-05-07 03:36:09,2025-05-07 09:36:09,Access Issue,Report_Portal,Medium,Closed,Model feeling personal worry scene.,Permission Missing,6.0,False,Wednesday,3
4438,2025-04-16 11:37:27,2025-04-18 20:37:27,Batch Job,Report_Portal,High,Closed,Close environment admit.,Network Glitch,57.0,True,Wednesday,11
4439,2025-04-19 09:26:01,2025-04-20 11:26:01,Access Issue,FDW_App2,Medium,Closed,Meeting certainly yes church.,Configuration Error,26.0,True,Saturday,9
4440,2025-04-16 04:04:20,2025-04-18 18:04:20,Server Down,Control-M,High,Closed,Score tax from sense black evening class.,Permission Missing,62.0,True,Wednesday,4
4441,2025-05-13 12:50:14,2025-05-13 23:50:14,Report Error,CyberArk,Medium,Closed,Would per across performance across magazine.,Unknown,11.0,True,Tuesday,12
4442,2025-05-04 16:15:42,2025-05-05 09:15:42,Report Error,CyberArk,Low,Closed,Down region remember street suggest small.,Configuration Error,17.0,True,Sunday,16
4443,2025-06-06 03:17:10,2025-06-08 17:17:10,Server Down,Report_Portal,Critical,Closed,Ability you contain various great.,User Error,62.0,True,Friday,3
4444,2025-04-25 08:07:21,2025-04-27 21:07:21,Access Issue,Control-M,Critical,Closed,Question himself forget go write bed.,Network Glitch,61.0,True,Friday,8
4445,2025-04-15 05:43:53,2025-04-17 08:43:53,Report Error,FDW_App2,High,Closed,Stay public space relate.,Configuration Error,51.0,True,Tuesday,5
4446,2025-05-08 22:22:46,2025-05-10 19:22:46,Login Failure,FDW_App2,Critical,Closed,Message course avoid attack society lay item.,Permission Missing,45.0,True,Thursday,22
4447,2025-04-26 15:17:15,2025-04-27 23:17:15,Server Down,CyberArk,Medium,Closed,Involve official draw unit military reveal degree serious.,Configuration Error,32.0,True,Saturday,15
4448,2025-04-07 21:37:34,2025-04-07 23:37:34,Login Failure,Report_Portal,Medium,Closed,Knowledge enter visit Democrat allow size others others.,Network Glitch,2.0,False,Monday,21
4449,2025-05-29 16:53:21,2025-05-30 04:53:21,Server Down,FDW_App1,High,Closed,Would oil interest sea.,Configuration Error,12.0,True,Thursday,16
4450,2025-04-16 01:49:38,2025-04-18 08:49:38,Server Down,CyberArk,Low,Closed,To pretty race yard.,Configuration Error,55.0,True,Wednesday,1
4451,2025-05-26 08:56:12,2025-05-29 08:56:12,Server Down,FDW_App1,Low,Closed,Good debate democratic discover.,Permission Missing,72.0,True,Monday,8
4452,2025-04-08 16:25:41,2025-04-09 00:25:41,Batch Job,CyberArk,Medium,Closed,He area star mean.,Network Glitch,8.0,False,Tuesday,16
4453,2025-05-09 01:51:52,2025-05-11 14:51:52,Access Issue,Control-M,Critical,Closed,Method but system wrong no.,Unknown,61.0,True,Friday,1
4454,2025-05-09 11:46:38,2025-05-09 15:46:38,Login Failure,Control-M,Low,Closed,Area feel to toward.,Network Glitch,4.0,False,Friday,11
4455,2025-04-13 20:45:22,2025-04-16 01:45:22,Server Down,Report_Portal,Medium,Closed,Trial whatever goal school health model.,User Error,53.0,True,Sunday,20
4456,2025-04-18 06:36:13,2025-04-19 08:36:13,Server Down,Report_Portal,High,Closed,Nor strong else conference series situation cup.,User Error,26.0,True,Friday,6
4457,2025-04-20 01:46:34,2025-04-22 11:46:34,Login Failure,CyberArk,High,Closed,Commercial brother dinner grow find need scene.,Unknown,58.0,True,Sunday,1
4458,2025-05-10 12:41:13,2025-05-12 03:41:13,Access Issue,CyberArk,Low,Closed,Policy executive red performance.,User Error,39.0,True,Saturday,12
4459,2025-05-21 21:24:08,2025-05-24 21:24:08,Login Failure,FDW_App1,Critical,Closed,Past suggest join spend civil.,Permission Missing,72.0,True,Wednesday,21
4460,2025-05-13 18:35:41,2025-05-15 05:35:41,Report Error,CyberArk,Critical,Closed,Born probably while kitchen.,Database Timeout,35.0,True,Tuesday,18
4461,2025-05-09 10:03:26,2025-05-11 03:03:26,Batch Job,Report_Portal,Critical,Closed,Develop work door pass mother media.,Unknown,41.0,True,Friday,10
4462,2025-05-20 03:47:29,2025-05-21 16:47:29,Server Down,CyberArk,Critical,Closed,Prepare each easy check choose oil budget.,Permission Missing,37.0,True,Tuesday,3
4463,2025-04-28 04:18:59,2025-04-30 15:18:59,Login Failure,FDW_App2,High,Closed,Those use shake figure safe.,Configuration Error,59.0,True,Monday,4
4464,2025-04-10 11:44:10,2025-04-12 10:44:10,Access Issue,Report_Portal,Low,Closed,If edge together include line kid seek.,Database Timeout,47.0,True,Thursday,11
4465,2025-05-12 05:56:51,2025-05-13 15:56:51,Access Issue,Report_Portal,Low,Closed,Foreign every amount thus.,User Error,34.0,True,Monday,5
4466,2025-04-18 11:39:43,2025-04-18 21:39:43,Server Down,Control-M,Low,Closed,Trip real site instead across dog.,Unknown,10.0,True,Friday,11
4467,2025-05-21 12:31:50,2025-05-23 19:31:50,Login Failure,Control-M,Medium,Closed,Generation important father.,Configuration Error,55.0,True,Wednesday,12
4468,2025-05-06 17:34:49,2025-05-08 06:34:49,Report Error,FDW_App2,Critical,Closed,Person strategy writer research special able sea.,User Error,37.0,True,Tuesday,17
4469,2025-04-26 17:38:59,2025-04-28 19:38:59,Batch Job,FDW_App2,High,Closed,Year his group senior chair.,Configuration Error,50.0,True,Saturday,17
4470,2025-04-17 08:31:07,2025-04-18 12:31:07,Report Error,FDW_App1,Low,Closed,Top against green PM.,User Error,28.0,True,Thursday,8
4471,2025-06-02 04:38:22,2025-06-04 16:38:22,Access Issue,Report_Portal,High,Closed,Relationship all contain arm no.,Unknown,60.0,True,Monday,4
4472,2025-04-17 05:59:26,2025-04-18 14:59:26,Batch Job,CyberArk,Low,Closed,Fall in indicate you quality.,Unknown,33.0,True,Thursday,5
4473,2025-04-13 12:20:31,2025-04-13 16:20:31,Login Failure,CyberArk,High,Closed,Us result tell trade between.,Configuration Error,4.0,False,Sunday,12
4474,2025-05-23 23:59:07,2025-05-26 21:59:07,Report Error,CyberArk,Critical,Closed,Clear here much save matter forward.,User Error,70.0,True,Friday,23
4475,2025-06-01 23:51:22,2025-06-02 01:51:22,Server Down,CyberArk,Medium,Closed,Someone they understand author computer.,Network Glitch,2.0,False,Sunday,23
